sample_id,sat_Blue,sat_Green,sat_Red,sat_Rededge,sat_NIR,sat_SWIR1,sat_SWIR2,sat_NDVI,sat_NDRE,sat_GNDVI,class,class_numeric
26,0.07150897612244425,0.11271975517665958,0.047948744345416155,0.26051311948842704,0.311506256797808,0.19318947845714804,0.0913181277686959,0.7332142037644871,0.08914582166857285,0.4685863101509027,Healthy,0
27,0.09246985896591749,0.12632044681982701,0.07736539076875959,0.25625190857935515,0.41126995686985085,0.1896638810953287,0.17690141858743733,0.6833409979747179,0.2322291692814841,0.5300494727850646,Others,3
28,0.050142301563812205,0.09423300496615719,0.021467860604624286,0.2953751342996179,0.38774149940097347,0.17980067247435422,0.09363112113489183,0.8950763951033249,0.1352131693836627,0.6089709969622052,Healthy,0
29,0.042229728426413815,0.13985696246994928,0.08610610807782271,0.18289217239026886,0.348004356609199,0.2236444629143107,0.1210617662933198,0.6032986298088798,0.3110063358863957,0.4266527925028647,Others,3
30,0.08810100345593046,0.08760468891804554,0.08922466495885992,0.25008692208742433,0.3519726259539454,0.1995935745324185,0.14672560784295166,0.5955339400463654,0.16922861567095374,0.6014139676722998,High_severity,2
31,0.022087290107282026,0.09650290336056658,0.0831382254130766,0.24993749610154037,0.44177173619958376,0.16494610060288695,0.15570858908268534,0.6832286239809423,0.2773336412756329,0.6414361878931408,Healthy,0
32,0.0767995199909696,0.0965632001102932,0.16282965587836432,0.2508989276496793,0.372109036230021,0.26438956745372405,0.09523057492216676,0.39122124355374555,0.1945562747312597,0.5879286519537875,High_severity,2
33,0.101431027238153,0.10238400165184505,0.10884153659847298,0.21478195109447254,0.33310820260211754,0.24765857629476867,0.17449026150907238,0.5074483501433977,0.21596710710952394,0.5298009899982569,Low_severity,1
34,0.08428881428382701,0.14446032061335937,0.12530257604801454,0.24763429528261563,0.3747601700677698,0.14352284684926084,0.10235257657337174,0.49885258591528026,0.2042529004713866,0.44354923117979433,Healthy,0
35,0.09378470356950008,0.09709513290860072,0.10132209111163734,0.24521905842553146,0.36174848382683367,0.1768199612295088,0.13584313752093224,0.5623902852168907,0.19198625509508968,0.5767833337231102,Others,3
36,0.08071186687020138,0.12602970237769684,0.10663893378783709,0.22579866218890934,0.3264879387109907,0.20157656047710126,0.09788471444018662,0.5075856957449543,0.1823134516716818,0.44298435714245815,Others,3
37,0.11789640497567377,0.1434962538056418,0.12243323635906156,0.2218495171667135,0.3975401508697551,0.23117550732664394,0.17227791019204566,0.5290788360859544,0.28365121791585524,0.469550468080851,Healthy,0
38,0.055765152767512864,0.10926076667530309,0.058165192786885714,0.23517480999218016,0.4614520286773591,0.23973163401388792,0.12612655150888918,0.7761229213189652,0.32481840509811116,0.6171077026307523,Others,3
39,0.08355452790397111,0.14175347020902188,0.06938599943672077,0.244306671850274,0.2965630633565118,0.16864903107906337,0.11680316180064637,0.6207887572816381,0.09661548447753152,0.35319131561881634,Healthy,0
40,0.06521158961021055,0.130248851784197,0.11054864802098398,0.2175921533170875,0.3638794940537244,0.24129879692171172,0.12915359171401206,0.5339709506373429,0.25158121018985397,0.4728136813793725,Healthy,0
41,0.11054927322336756,0.13662480359057738,0.12311052889748657,0.20109850253868466,0.30818436312414865,0.24476544147021542,0.17854534298052596,0.4291120475810739,0.21026794303415527,0.38569250000101574,High_severity,2
42,0.08281275646703253,0.1463777797216586,0.11795720104747369,0.165091271885206,0.34174477640718287,0.2625092798296731,0.16747505070752056,0.4868101211981034,0.34854171307891496,0.40024168978160585,Others,3
43,0.11631524797163967,0.16714206439136284,0.09268159978643106,0.22187918113774677,0.31277426224415167,0.23573468721805288,0.16073600182416423,0.5428276739062647,0.1700074734980792,0.30345331002542275,Others,3
44,0.0641715756649959,0.10218202196881693,0.07726802738867804,0.26900854603107144,0.30412590582802695,0.1555740566594428,0.1407137875279747,0.5948124987883592,0.06127246352586898,0.497021766112777,Others,3
45,0.11567800017154391,0.10427279647362128,0.1583554463094941,0.241712976567562,0.2730344320496397,0.2469443406715148,0.1222539702022906,0.26583606035530316,0.0608482042993057,0.447279094642668,High_severity,2
46,0.08280914209129857,0.0857065048378521,0.0501183297116093,0.24787219705052327,0.4369856527757432,0.21587389400882326,0.11488929895123048,0.7942191749051832,0.2761353407472717,0.6720574296383021,Healthy,0
47,0.06972696768415904,0.136793397762354,0.10159279298177597,0.25642735934227967,0.3419112908389703,0.18210948700111124,0.145048322912841,0.5418631003053521,0.1428688109497785,0.42848523935691585,Others,3
48,0.10032385041637924,0.1606800408450213,0.13551436125072597,0.18837195016525346,0.29456849896673254,0.23060501327800256,0.152906678908958,0.369822079483906,0.2198957428236787,0.29409969810573006,High_severity,2
49,0.08831218044114349,0.1123619211415102,0.06413983605839299,0.2736044326677395,0.42037480940122857,0.165908335393803,0.17820608845938313,0.7352408780232083,0.21149101851507965,0.5781709249631101,High_severity,2
50,0.0742835986649189,0.053974056349020985,0.05056514154456311,0.319127683796659,0.3666629897026766,0.19420619956304552,0.1175439329299948,0.757613939436891,0.06931459954604301,0.7433699344570455,Healthy,0
51,0.08520833107923796,0.11714193257313951,0.10521501005193493,0.2154257195465501,0.32316071793658296,0.2508360333193327,0.16999221020724276,0.5087723081511515,0.20003288403155678,0.46790266905035194,High_severity,2
52,0.050185032396225036,0.12011918823081473,0.08785116852093923,0.3364806159569751,0.4416782572616908,0.1353863558956565,0.1502756927938774,0.6681915518062188,0.13518787091585951,0.5723754559776931,Healthy,0
53,0.06972055188696104,0.11786576898387112,0.08634898101852322,0.21541029580166635,0.3971438032392334,0.19231368062004134,0.09180721344996592,0.6428117075166548,0.29668156285643077,0.5422773659328758,Others,3
54,0.04753683350050644,0.1325841485435897,0.11024496330497031,0.18333557676719675,0.2754917173754598,0.23261511462491224,0.14291014652014794,0.42839263763818947,0.20085147894364425,0.3501985311236681,High_severity,2
55,0.09565693725065583,0.10649818832589643,0.05590174672215207,0.21444313950730035,0.32782505604788437,0.18429769403581903,0.1810319085516326,0.7086377791772162,0.2090882656772843,0.5095901971378556,Low_severity,1
56,0.05980048171620064,0.1561797585223855,0.18292714757673134,0.2094671138396279,0.33190508523499496,0.23486940807560994,0.22426341830504912,0.28937181505639087,0.22616228096797814,0.3600302876849006,High_severity,2
57,0.06448606442132865,0.1191789946284534,0.08186697654580743,0.3208133972630608,0.46271329964542235,0.11790015620549484,0.1924279736054728,0.6993391787217069,0.18110410652533981,0.5903743843964356,Healthy,0
58,0.09133077173471527,0.1341744791772465,0.11055869831459843,0.22741766453355616,0.3261226734578599,0.25089021340223494,0.1454146737384899,0.49364133456919124,0.17831583743736915,0.41700930188629126,Low_severity,1
59,0.09962230426172372,0.12815444377341068,0.09019586450344307,0.20189917264482804,0.3216776251178901,0.21704577964261493,0.16813697520838947,0.5620215101177449,0.22876959595017224,0.43021206073958934,Others,3
60,0.04905366138744502,0.14521892294497313,0.10193215769466647,0.18685422621694836,0.33242639057825857,0.1998243541232697,0.19676970224014959,0.5306543034552258,0.2803342925829268,0.3919382485978899,High_severity,2
61,0.08223410029520416,0.13918401557613075,0.16552965166046146,0.2556911474609867,0.35469722813621324,0.14013942957834957,0.20062163575086361,0.36362514860763434,0.16220177944633962,0.4363664652258103,High_severity,2
62,0.08906961520278046,0.09846125637078418,0.0469501488928995,0.2620085888194583,0.3768050134310286,0.24559330864016024,0.15813478270714498,0.7784090764326325,0.17970253640052763,0.585658555521549,Low_severity,1
63,0.07220762582750583,0.12197031615436066,0.09150912810977885,0.2333091115619224,0.34505361440416504,0.2043034859627792,0.15623287993584253,0.5807744491303858,0.1932083411073673,0.477669951479817,Low_severity,1
64,0.09850231531106009,0.12999646571836826,0.04521931871092635,0.19586114403320118,0.36553959990858165,0.18544809387560626,0.1367629272076725,0.7798255051264577,0.3022412380219006,0.475329951801198,Low_severity,1
65,0.0515732043826649,0.13991048657576957,0.06934487377856846,0.21683628129714916,0.3927662107491587,0.21056554232673194,0.14048860557927284,0.6998779033857705,0.28859778584803614,0.47468891626612536,Healthy,0
66,0.03423593420909239,0.13247678050512335,0.08352229577643466,0.2830076369784329,0.398751621661532,0.24083522381496886,0.12211565193856629,0.653631296421176,0.16977251605500113,0.5012436083432033,Others,3
67,0.08989370766574081,0.08965906308523544,0.05824948621461826,0.26653116594281745,0.3656420770413104,0.1947287290990642,0.12115182203914193,0.7251679850988231,0.15677808606806437,0.6061548931754674,Low_severity,1
68,0.07788330615419285,0.11365901051584948,0.12463351297277628,0.21256543969515,0.30879660679224874,0.23444284772277513,0.16068629750686433,0.42489685285211054,0.18457647184992138,0.46191265610296,Others,3
69,0.02981920397526152,0.09884369467970927,0.006324677708616194,0.3090508009502248,0.34736507320356785,0.16213663500380548,0.08620852899246759,0.9642360136684509,0.058368899598498045,0.556962113727153,Low_severity,1
70,0.07320709569763291,0.12381587574923636,0.08693996884219506,0.2953610516041548,0.43252141962676416,0.2172009854626959,0.09338021887677483,0.6652687927453526,0.1884375204016907,0.5548891768417021,Low_severity,1
71,0.11181209352366772,0.12521817524236192,0.11048577651842274,0.21944217583482045,0.33427976511675017,0.2766498120021696,0.150907850036102,0.5031729476513686,0.20739215983491902,0.45497829590052147,High_severity,2
72,0.03827962421046553,0.07884519184762134,0.03494993199137071,0.2573304835793602,0.44056008734498864,0.16547924609702497,0.1076951405557991,0.8530002289325125,0.2625477566245704,0.6964020390005187,Healthy,0
73,0.14021805199716075,0.10470116029677615,0.16414042636555604,0.19488631751599597,0.31412736457008367,0.29227315238237944,0.17727547487880319,0.313604514138631,0.23425902141845129,0.5000285124798541,High_severity,2
74,0.056613418079380876,0.06473331352354712,0.07559833656107684,0.2313682750570711,0.3675225194470403,0.2103503207854235,0.1553639404916862,0.6587913408449815,0.22734402605521176,0.7004861075966008,Others,3
75,0.08379394385670969,0.04701850412152053,0.10023552349514855,0.18165084059411,0.2787201684067,0.23208897124819033,0.16190576604917145,0.47099080110341734,0.21085021844288032,0.7113115015998166,High_severity,2
76,0.057143716167184014,0.12409360226593419,0.09477064061002703,0.17735914999481542,0.24495804473292357,0.30949623791580916,0.1539159973136492,0.44208043242296363,0.1600666408614692,0.3275000760729933,High_severity,2
77,0.07353151241082788,0.17242414193801775,0.08475061592690554,0.19308806445379184,0.42321646515523764,0.24749428960612266,0.1049875712854481,0.6663145346097712,0.37340046948451666,0.42104638305486625,Low_severity,1
78,0.08315378018956289,0.17474375354421856,0.15254853233585608,0.25033764567107575,0.3261934658598399,0.290768053539528,0.19341667018626058,0.3627108843143583,0.1315728131086235,0.3023327204470731,High_severity,2
79,0.047002638709400094,0.09814021990913602,0.17161195228275158,0.1836149241912551,0.35482010797978125,0.18422253629073826,0.14778634520879114,0.348018613466785,0.31796813646802613,0.56667189655866,High_severity,2
80,0.14766944744507798,0.1328918728669458,0.13552344226395693,0.2774963607048687,0.2753189060073969,0.30687318626396665,0.1525609596221989,0.34026546759757986,-0.003938846896218528,0.3489056157047084,High_severity,2
81,0.07433985706832069,0.09222811200501096,0.14454370001820668,0.1976141136905539,0.2901389836803934,0.22643956153553058,0.1593022209791984,0.3349461322529689,0.18969611979618503,0.5175938879380333,Low_severity,1
82,0.06294307439619991,0.0829929767650413,0.13767693517478516,0.294477995889611,0.4111560061767928,0.1854760250589867,0.113558028411471,0.49829201273620183,0.16535202377648722,0.6640973486540178,Low_severity,1
83,0.10126025108875462,0.09285342705121107,0.10970009388440558,0.2191654462280873,0.41553746435975314,0.13709947100845565,0.1353578267796005,0.5822838935923501,0.30939202397826204,0.6347164018084195,High_severity,2
84,0.12721408091018066,0.12556307400497058,0.16246803905366308,0.16841344991935703,0.29374728082204465,0.2472216669284289,0.15332746811233125,0.2877571972027322,0.27119100037258936,0.40109719419273054,High_severity,2
85,0.1139220930335628,0.12874191767323562,0.1446311215729344,0.2502324030670279,0.3386232557667835,0.20366698326987887,0.16631254529918968,0.4014286125285868,0.15010614464469557,0.4490735510922354,High_severity,2
86,0.05832761666022605,0.13460735426081258,0.11707503041817605,0.26254881009537484,0.3356591310876807,0.2420858477234077,0.18332470993348512,0.48280894011281045,0.12221556411925602,0.42752733416219896,High_severity,2
87,0.07735893253852826,0.131040906119345,0.09692297967102469,0.21751260133269834,0.3681822291724927,0.14911158537271008,0.14474947890387854,0.5832212676696381,0.2572493728685198,0.4750206997408459,Others,3
88,0.03685406501736526,0.11242855934921836,0.04809516708963338,0.22356191274240622,0.4263139678963165,0.27025859601658575,0.19331593269514247,0.7972418170613104,0.3119858132827423,0.5826260090361182,Others,3
89,0.0898961455107366,0.11240063066273115,0.0897335544103024,0.22270885445988112,0.3645112946215522,0.20091793754014048,0.16221693090473252,0.6049110755947847,0.24148088307849683,0.5286314948164483,Healthy,0
90,0.03507600972307931,0.08528342878502988,0.04045395965053829,0.2442839016247695,0.4285850957607728,0.26452454414501925,0.18710732146467876,0.8275028094832603,0.2739035307795611,0.6680729614237024,Healthy,0
91,0.053950131636891746,0.07966821525790757,0.039393665375521046,0.24999375291063575,0.39209484987258636,0.15071592127468908,0.14665619633488336,0.8174057293141648,0.2213107293074409,0.6622532743809835,Others,3
92,0.07563856972529476,0.08047883742191636,0.09906275217981399,0.22804050259856998,0.3609767023677539,0.25359242526587045,0.15668773533573516,0.5693293207764599,0.2256915394802166,0.6353932381944503,Low_severity,1
93,0.09435763518974911,0.14430832742208782,0.08145042257292744,0.16629827644898074,0.3836300066412063,0.16411717948702687,0.1485510745571207,0.649736185585974,0.3952001322263027,0.4533136993049388,High_severity,2
94,0.07539488784925778,0.11570710329945655,0.10509106402912285,0.21030272141938974,0.35310228155651757,0.2237083403061725,0.17912874580360585,0.5412807058784297,0.25345809743055175,0.5063788949745379,Others,3
95,0.1097081674751133,0.07183722381452126,0.09877972351391746,0.2585289097326414,0.3556434000518319,0.17908507436114288,0.12220076046525281,0.5652522136689848,0.15812254764997485,0.6639041874469597,Healthy,0
96,0.10310136026240238,0.1294971641305352,0.12338986622467743,0.20935283481377806,0.3741859260894987,0.2197760881222074,0.12580370715070985,0.5040358951113626,0.2824715380012986,0.4857990405277875,High_severity,2
97,0.08532831098373356,0.08151588544171474,0.05856538573350894,0.23788804838450692,0.4285771292576835,0.16694777689819973,0.17444664392425796,0.7595554322144606,0.28612009639842445,0.680388152385295,Healthy,0
98,0.056294833457243426,0.16818564567535976,0.13518093521141505,0.19539339704726502,0.38138096344278977,0.19134441531555102,0.12254594636334966,0.4766128296972695,0.32246157099892736,0.3879335356810149,Low_severity,1
99,0.1142663226181684,0.10482114709995169,0.09367333239074167,0.21793800117973244,0.20178983338144083,0.1589630571511872,0.15657185650201821,0.3659220962726115,-0.038472949536869715,0.3162596660081909,Low_severity,1
100,0.05370784031776776,0.13003796220764377,0.09672570509885328,0.2895178962136688,0.3953560492024978,0.17026592130335433,0.10284076207987203,0.6068714019434324,0.15453669057963065,0.5049887917122396,Others,3
101,0.11644066748621149,0.14804091449661946,0.06553126358197428,0.19937721437494596,0.3608299615838158,0.21130730063802608,0.18063791601074322,0.6926021424368853,0.2882018548451346,0.41815921698289843,Others,3
102,0.11101385894289442,0.08358458033239609,0.06899018774656633,0.2785735575194932,0.39436764698603366,0.21123822950929644,0.15466853077734563,0.7022163754439158,0.17207162927647635,0.6502387663246147,Healthy,0
103,0.07775413940305899,0.10930197301436022,0.10460073629811181,0.2584602652449939,0.4203386013635565,0.18068945033934128,0.13252712314255374,0.6014749560813876,0.23847761698151831,0.5872598199534105,Healthy,0
104,0.08841680354056385,0.12036528655369406,0.0994060781012506,0.2659192891104089,0.4092043605884623,0.20878252684752707,0.15208026657701434,0.6091072044948921,0.21223530169912364,0.5454222604968011,Healthy,0
105,0.013591878673254135,0.1273642125508301,0.08356747657919963,0.205197084648551,0.3675667324112106,0.1655715946430894,0.15529011831623288,0.6295227676650162,0.28348447113187336,0.48532532125022626,Others,3
106,0.08293922797528862,0.14014669740111907,0.10307283019835485,0.20498811678640866,0.308144197830086,0.22042381145072149,0.23704339186612214,0.4986937642512895,0.20103212778710738,0.37475108733208284,High_severity,2
107,0.10616929476062421,0.0918125802266147,0.07929173730620095,0.22598509323005259,0.3985039512438807,0.2437817886001571,0.1787549159023727,0.6680935420458916,0.2762560200862406,0.625496697199819,Others,3
108,0.10288754499309094,0.13962041302449865,0.08993826491051193,0.20928335288136196,0.3674068681930976,0.23287782216469524,0.13096484515746915,0.6066941204766825,0.27419142814165987,0.44925877483669746,High_severity,2
109,0.04507665632399908,0.10145797487390673,0.04634875835063801,0.2561218235967037,0.39746180450386415,0.157292090239546,0.13271538065082916,0.7911326938568928,0.21625385770130132,0.5932894262061916,Healthy,0
110,0.06258900350943837,0.11908015302385393,0.07552583640084473,0.265621393710629,0.40613062391258575,0.21113806044062017,0.11869865220748635,0.6863912658756931,0.20916830395106947,0.5465433755245854,Healthy,0
111,0.016624895214972006,0.13719964837238346,0.1043527387121137,0.3103313260498032,0.42014148879055285,0.17045523852405445,0.12443711452246305,0.602082412960081,0.15032751460401514,0.5076636579500367,Others,3
112,0.07502398948322632,0.12350666640158628,0.05074312052662497,0.2664694068820197,0.43881153690812397,0.14145502306370067,0.06555534401869,0.7926968122721278,0.24435954429726467,0.5607232144552786,Healthy,0
113,0.035304891561877993,0.12784726901022897,0.09333041634734729,0.17915648755669866,0.35331897127092404,0.21964868026811663,0.15464680704753608,0.5820864466196825,0.32708077119213613,0.4685941850969187,Others,3
114,0.09265530268471807,0.12495011042563176,0.07050773775073234,0.2893209921383775,0.4306974804146206,0.17468241109450008,0.07844544242907582,0.7186472319309689,0.1963511960671771,0.5502541089517486,Healthy,0
115,0.10442296828663947,0.13824230074819846,0.12897837023658543,0.22707783804920129,0.3586080102985006,0.1895361353766904,0.07155983648653085,0.4709517107715673,0.2245746121753898,0.44352535290974165,Others,3
116,0.0582217571940398,0.14728218859000705,0.061427915235867846,0.31304210666614013,0.4645194281049343,0.1577199153937257,0.11194257476597085,0.7664103982513553,0.1948107187213052,0.518529586810669,Low_severity,1
117,0.07778764668897034,0.10637110533512262,0.05743589802644844,0.3014885811371985,0.44043640077137997,0.13241863726641823,0.09357352924703961,0.7692745783803027,0.18728014694523779,0.6109376548521464,Healthy,0
118,0.08175380357506726,0.13441889684108654,0.09316135591723915,0.20178202747985613,0.2964357182411952,0.21952873440176343,0.1423738266322437,0.5217553616465098,0.1899845831953465,0.3760359428183629,High_severity,2
119,0.079826879394504,0.13987869274346218,0.0592316506610387,0.26264729410778137,0.45935310439106763,0.23408714216947357,0.04420542215691799,0.7715642425505269,0.27244557024105276,0.5331399521442323,Others,3
120,0.05901362783080728,0.11545840706123398,0.12678861220799353,0.20367467528325023,0.24583459031811097,0.2347840337942207,0.13684043265838258,0.3194808517104556,0.09379098110126494,0.36085997847333473,High_severity,2
121,0.08252463692157486,0.0767095122805325,0.07513789601052559,0.2524211263718471,0.41269779255994476,0.2113015903452829,0.11749594201415371,0.6919540830204286,0.24097445077266563,0.6865207710557732,Healthy,0
122,0.04343670363879691,0.13466535859740822,0.10341205901162545,0.2511939870231505,0.319562643065462,0.22948256045892163,0.1312282413210048,0.5110248508773533,0.11978600411824736,0.40705831386697566,Others,3
123,0.026967867743357,0.10310807224414814,0.11117494804762126,0.28893734355218853,0.46844655257839385,0.15128270974473987,0.13020230509658012,0.6163877705449237,0.23701218093400775,0.6392013369635091,Healthy,0
124,0.0801434324828881,0.09589850664899731,0.14621080771789882,0.2512044639674634,0.34533049379915287,0.16401845822403183,0.20047487632456895,0.4050924824968071,0.15778795292079872,0.5653118605005812,High_severity,2
125,0.07480873838139498,0.13474908027203097,0.055597061951003675,0.23333750789169858,0.3159827022745263,0.17870781033858846,0.16552097029210905,0.7007530156176154,0.15044994313575172,0.4020875141720791,Low_severity,1
126,0.0723107928731104,0.1430013594339848,0.09168255970590136,0.3318624074004927,0.3858653508218925,0.14637009027178416,0.14704365545413012,0.6160278050234905,0.07524154221811102,0.45921587930993957,Healthy,0
127,0.057826602014922596,0.07310302697148352,0.0922804713487458,0.2348178542039437,0.3464413221100667,0.1618777237687462,0.16442862960405247,0.5793212339819214,0.1920373431589857,0.6515122793024491,Healthy,0
128,0.11857929710901163,0.14509421683667337,0.08370562444190377,0.18759582012556375,0.34427662199934755,0.23805995031980884,0.1133903838895866,0.6088359966427067,0.294583417873316,0.4070173156137252,Others,3
129,0.07310720006047591,0.04751490101393305,0.08969062243848568,0.2084112405554639,0.37129393141480077,0.21405996583557108,0.1377920158226298,0.6108736325814911,0.2809750520350572,0.7730950384289312,Others,3
130,0.07671200583245305,0.10323695619414341,0.03649399806759536,0.29104301849347813,0.3469103689187437,0.26383712276855603,0.15965399498549682,0.8096318080336542,0.08757277808631835,0.5413192506775251,Low_severity,1
131,0.08843978892092202,0.17355649051231253,0.15259822192195424,0.21949912516866182,0.3412858761679989,0.1990146389504486,0.14889426924760368,0.3820484501845171,0.21717191206799738,0.3257878459715748,Others,3
132,0.106248395767071,0.11943118867313637,0.12624210325418475,0.2264029676411962,0.34582127440690563,0.28191873789863914,0.13846960274249687,0.46514765081048903,0.20869144994327415,0.48659621108727186,High_severity,2
133,0.09241065158918106,0.12480648100469377,0.07807075272437736,0.21424774666122423,0.30683417574416216,0.26772891024845924,0.16666774127212347,0.5943374742692674,0.1776811382278359,0.4217111893733835,Low_severity,1
134,0.09289717211773044,0.14555483024693697,0.09326446734079971,0.21007336897272771,0.2675989299885464,0.21469950034453442,0.11513827810846528,0.48310375598619754,0.12042892405716497,0.295396318484548,Others,3
135,0.09295031977198714,0.076240927251277,0.048223333252409115,0.2128697852416329,0.37019177150190463,0.2192445429255898,0.11045358398929614,0.7694952562445132,0.2698205437157137,0.6584438036720595,Healthy,0
136,0.026025148473467846,0.10884999343642938,0.06442349090852643,0.27180118342289056,0.418372045944616,0.21280662811238998,0.09585446225722687,0.7331230883846265,0.2123682233459663,0.5870810197380275,Healthy,0
137,0.030247995636664533,0.11252949131280601,0.06696631310058862,0.24796131457478374,0.41370513580868606,0.17797909061969744,0.1380947965499112,0.7213634666567086,0.25049452203273304,0.5723219814387994,Others,3
138,0.0700337446155095,0.1599374952022371,0.047983417043694576,0.2596360873098195,0.3985636949329547,0.1820198326927886,0.13667118510646173,0.7850913565142318,0.21107209599758314,0.4272617569050396,Others,3
139,0.07578649267081067,0.0921182713276973,0.12489477273632918,0.23991251537989947,0.40812034669589026,0.19132561854315708,0.18274765861751044,0.5313649906615402,0.25956682316570284,0.6317026794466568,Others,3
140,0.09402757659934624,0.114772099980502,0.141332664233486,0.2146801179304418,0.38087332107904665,0.1342527547991203,0.12704270987554625,0.4587091369743666,0.27905674329580527,0.5368781991967081,Others,3
