sample_id,uav_Blue,uav_Green,uav_Red,uav_Rededge,uav_NIR,uav_NDVI,uav_NDRE,uav_GNDVI,uav_SAVI,sat_Blue,sat_Green,sat_Red,sat_Rededge,sat_NIR,sat_SWIR1,sat_SWIR2,sat_NDVI,sat_NDRE,sat_GNDVI,class,class_numeric
19,0.0664574653736524,0.0951060395237015,0.0721832358292155,0.244650780449401,0.4377735008871647,0.7169044719597016,0.282995089300636,0.6430486355307548,0.5429790976689366,0.0577456175171996,0.0622022654326047,0.0799209655808084,0.2327830458489514,0.4444933398184035,0.122495445299911,0.1479447712046818,0.6951991402295237,0.3125906918500386,0.7544787648126895,Healthy,0
20,0.0487125034906516,0.0702663575351868,0.0603231429875122,0.2843432794008825,0.4064517093456167,0.7415321640144372,0.1767650778218721,0.7052079104324952,0.5370359482191563,0.0758813685709678,0.1099962773535124,0.0753269280256971,0.2876825474445742,0.3751922431902737,0.184005578189774,0.1293030459176001,0.6655994557461941,0.1320154227948385,0.5465833477254094,Healthy,0
21,0.0793559596087671,0.1314662318006351,0.1333400823456409,0.2041229800799959,0.3310848208982927,0.4257840980779376,0.2372197127661954,0.4315601227862479,0.3075585323764226,0.0960106393145403,0.1338358747766505,0.1069811134743366,0.1797172921207486,0.3172212109411467,0.2178051448832378,0.1789717163917329,0.4956127898556522,0.2767020827993108,0.4065679089658082,Others,3
22,0.0443010634072375,0.1121641819505395,0.104948764489644,0.2483299951899694,0.3820588696110954,0.569005669968882,0.2121371139119461,0.546098946230348,0.4211367200425848,0.0424477622663491,0.1384240141150587,0.0631720461464156,0.2106094586913448,0.3773854796891751,0.1737387555697099,0.1168359913402888,0.7132177187231141,0.2836351303587268,0.4632746555549245,Low_severity,1
23,0.0472180014885666,0.1271803246977183,0.137680026123843,0.2279864672467477,0.3955720194505563,0.4836211983939444,0.2687567498141681,0.5134203562303123,0.3743887966609553,0.1051972001423198,0.1153837655910761,0.1185076928470063,0.2324498827846563,0.3574221356108462,0.1616342610395041,0.1150177823403685,0.501995101962805,0.2118633346367643,0.5119190970427466,Healthy,0
24,0.1016582089683702,0.1327747567358897,0.1855655333021683,0.1758493065382748,0.2754620215607876,0.1949915733026883,0.2207184017340861,0.3495208477301939,0.1403130760461472,0.0828933112032794,0.1210565260655863,0.1227350027048239,0.2573781351823491,0.3692762537361602,0.1962902676298754,0.1796910916972958,0.5010886393427636,0.178564325938779,0.5062270725015268,High_severity,2
25,0.0800869452786746,0.1650821066104418,0.1438529033576296,0.2017914985259507,0.3074653088733563,0.3625211681729993,0.2075059357322384,0.3013098740940977,0.2579774097859916,0.0827899880185047,0.1779822931263841,0.1118546694271947,0.2091945576111604,0.357525118085898,0.265927792855223,0.1549625210606028,0.5233937531914932,0.2617353284801568,0.3352760787251566,Others,3
26,0.0451130852555976,0.099414163330597,0.0670136549657259,0.2623530225117365,0.4669208503311678,0.7489817410153591,0.2805089218704235,0.6489210063569524,0.5801729122831752,0.0715089761224442,0.1127197551766595,0.0479487443454161,0.260513119488427,0.311506256797808,0.193189478457148,0.0913181277686959,0.7332142037644871,0.0891458216685728,0.4685863101509027,Healthy,0
27,0.0380956011272323,0.0835361574268368,0.0606725335194894,0.2471659979054586,0.4693606549892931,0.7710613794196998,0.3100996399592017,0.6978236967517022,0.5951576988429034,0.0924698589659174,0.126320446819827,0.0773653907687595,0.2562519085793551,0.4112699568698508,0.1896638810953287,0.1769014185874373,0.6833409979747179,0.2322291692814841,0.5300494727850646,Others,3
28,0.0367463492912803,0.0805377183034873,0.0595839822598192,0.2723772737993999,0.5325169433430071,0.7987370744298165,0.3231973394804271,0.7372576269555299,0.6495731529878542,0.0501423015638122,0.0942330049661571,0.0214678606046242,0.2953751342996179,0.3877414994009734,0.1798006724743542,0.0936311211348918,0.8950763951033249,0.1352131693836627,0.6089709969622052,Healthy,0
29,0.0608411937125389,0.0992096063096619,0.1122168368520681,0.1874356474465855,0.3473282955190166,0.5116177761558682,0.2989966884934796,0.5556497851430974,0.3675358001441414,0.0422297284264138,0.1398569624699492,0.0861061080778227,0.1828921723902688,0.348004356609199,0.2236444629143107,0.1210617662933198,0.6032986298088798,0.3110063358863957,0.4266527925028647,Others,3
30,0.0562612492490027,0.1509802458421928,0.1572671824433565,0.2162359404549447,0.2962858666037523,0.3065103066829046,0.1561883319818229,0.3248750949785414,0.2186852912367874,0.0881010034559304,0.0876046889180455,0.0892246649588599,0.2500869220874243,0.3519726259539454,0.1995935745324185,0.1467256078429516,0.5955339400463654,0.1692286156709537,0.6014139676722998,High_severity,2
31,0.0270859418459079,0.1166751948685947,0.0489781516494398,0.2958115845979325,0.4584568750904553,0.8069579391706224,0.2156331587293425,0.5942664269203346,0.6096850604342797,0.022087290107282,0.0965029033605665,0.0831382254130766,0.2499374961015403,0.4417717361995837,0.1649461006028869,0.1557085890826853,0.6832286239809423,0.2773336412756329,0.6414361878931408,Healthy,0
32,0.0739433742947212,0.1425512896351604,0.1812498039116091,0.2035373693226753,0.2947508276288035,0.2384472124540828,0.1830536201021235,0.3480420788856425,0.1744379358721163,0.0767995199909696,0.0965632001102932,0.1628296558783643,0.2508989276496793,0.372109036230021,0.264389567453724,0.0952305749221667,0.3912212435537455,0.1945562747312597,0.5879286519537875,High_severity,2
33,0.0537321140537914,0.1015753372805267,0.1398511624509944,0.2258796835406308,0.4022281664915989,0.4840195706270704,0.2807614694545199,0.596766054543082,0.3776732683684082,0.101431027238153,0.102384001651845,0.1088415365984729,0.2147819510944725,0.3331082026021175,0.2476585762947686,0.1744902615090723,0.5074483501433977,0.2159671071095239,0.5298009899982569,Low_severity,1
34,0.0669501941046238,0.1335661544385519,0.0872690450484302,0.2666770870805722,0.4025316260260242,0.6436548571605999,0.2030077258181366,0.5017097279425218,0.477766771922929,0.084288814283827,0.1444603206133593,0.1253025760480145,0.2476342952826156,0.3747601700677698,0.1435228468492608,0.1023525765733717,0.4988525859152802,0.2042529004713866,0.4435492311797943,Healthy,0
35,0.0558557200745249,0.0995307728595615,0.0936009903122386,0.256049074225721,0.4259210816590266,0.6396650099693332,0.2490900898924582,0.6211612081919464,0.4889351106017363,0.0937847035695,0.0970951329086007,0.1013220911116373,0.2452190584255314,0.3617484838268336,0.1768199612295088,0.1358431375209322,0.5623902852168907,0.1919862550950896,0.5767833337231102,Others,3
36,0.0483059775623436,0.0921112110132896,0.0468872878729606,0.2628934278810528,0.4683142998124953,0.8179846918422677,0.2809336719941437,0.6712811632091332,0.6226748712543984,0.0807118668702013,0.1260297023776968,0.106638933787837,0.2257986621889093,0.3264879387109907,0.2015765604771012,0.0978847144401866,0.5075856957449543,0.1823134516716818,0.4429843571424581,Others,3
37,0.0320235955330395,0.1126881347149726,0.0621782661682655,0.3122036852078383,0.4837153615206694,0.7721964023229214,0.2154888452761637,0.6221077326801954,0.6045601830711826,0.1178964049756737,0.1434962538056418,0.1224332363590615,0.2218495171667135,0.3975401508697551,0.2311755073266439,0.1722779101920456,0.5290788360859544,0.2836512179158552,0.469550468080851,Healthy,0
38,0.0467979915362837,0.1097840577979852,0.0672781112254147,0.2932596240026738,0.4757335889035185,0.7522038246710334,0.2372894348589059,0.6250017111646405,0.5874173956451477,0.0557651527675128,0.109260766675303,0.0581651927868857,0.2351748099921801,0.4614520286773591,0.2397316340138879,0.1261265515088891,0.7761229213189652,0.3248184050981111,0.6171077026307523,Others,3
39,0.064180834214602,0.1468351322465486,0.093237933089249,0.2634012109028007,0.4088494014681001,0.6285987449914483,0.2163600715101339,0.4715162170702043,0.4724310808472583,0.0835545279039711,0.1417534702090218,0.0693859994367207,0.244306671850274,0.2965630633565118,0.1686490310790633,0.1168031618006463,0.6207887572816381,0.0966154844775315,0.3531913156188163,Healthy,0
40,0.0685471869277689,0.1176742395662455,0.1055184893298558,0.2319650814559436,0.421418852901028,0.599502707919221,0.2899578050255175,0.5634362925049383,0.4614210876073328,0.0652115896102105,0.130248851784197,0.1105486480209839,0.2175921533170875,0.3638794940537244,0.2412987969217117,0.129153591714012,0.5339709506373429,0.2515812101898539,0.4728136813793725,Healthy,0
41,0.0867297652917613,0.1414722986582972,0.1865831815038647,0.1895891380659127,0.2332994475383187,0.1112602970525855,0.1033612893806339,0.2450215359400288,0.0761775435684061,0.1105492732233675,0.1366248035905773,0.1231105288974865,0.2010985025386846,0.3081843631241486,0.2447654414702154,0.1785453429805259,0.4291120475810739,0.2102679430341552,0.3856925000010157,High_severity,2
42,0.0906493019997827,0.1260627067255737,0.1582220588986204,0.1845688683593403,0.3264841792925794,0.3471424692652405,0.2776919374324877,0.4428744926972408,0.2563131732104772,0.0828127564670325,0.1463777797216586,0.1179572010474736,0.165091271885206,0.3417447764071828,0.2625092798296731,0.1674750507075205,0.4868101211981034,0.3485417130789149,0.4002416897816058,Others,3
43,0.0670018919428394,0.0945822816252735,0.1449632592500778,0.2377331697701266,0.3206075635764755,0.3772665633555678,0.1484297828489306,0.5443901977934257,0.2728608303618173,0.1163152479716396,0.1671420643913628,0.092681599786431,0.2218791811377467,0.3127742622441516,0.2357346872180528,0.1607360018241642,0.5428276739062647,0.1700074734980792,0.3034533100254227,Others,3
44,0.0713704067247633,0.1120485529709683,0.1037891100181176,0.2285842711175231,0.347266689441477,0.539794809677799,0.2060991931119546,0.5121060978405172,0.3840115052582203,0.0641715756649959,0.1021820219688169,0.077268027388678,0.2690085460310714,0.3041259058280269,0.1555740566594428,0.1407137875279747,0.5948124987883592,0.0612724635258689,0.497021766112777,Others,3
45,0.0728764717936354,0.153674538038457,0.1922894398867239,0.1870072014943098,0.2603795870455113,0.1504192756907587,0.1640021284282306,0.2577079723222537,0.107209553213958,0.1156780001715439,0.1042727964736212,0.1583554463094941,0.241712976567562,0.2730344320496397,0.2469443406715148,0.1222539702022906,0.2658360603553031,0.0608482042993057,0.447279094642668,High_severity,2
46,0.0285062203999024,0.1112912495483124,0.0608959479037981,0.222856056615783,0.4448409760026811,0.7591793478972518,0.3324635404119654,0.5997669459343073,0.5726323936794008,0.0828091420912985,0.0857065048378521,0.0501183297116093,0.2478721970505232,0.4369856527757432,0.2158738940088232,0.1148892989512304,0.7942191749051832,0.2761353407472717,0.6720574296383021,Healthy,0
47,0.0547748053877891,0.1041700171362863,0.1088949466923795,0.2616091426232744,0.4676651662439828,0.6222598676214747,0.2825494071507389,0.6356641907882975,0.4998841428924615,0.069726967684159,0.136793397762354,0.1015927929817759,0.2564273593422796,0.3419112908389703,0.1821094870011112,0.145048322912841,0.5418631003053521,0.1428688109497785,0.4284852393569158,Others,3
48,0.0944469725357802,0.12996768387638,0.1719815920054619,0.1737411647572423,0.237933795582697,0.1608922367254412,0.1559303747122433,0.2934647391607635,0.1087225325731374,0.1003238504163792,0.1606800408450213,0.1355143612507259,0.1883719501652534,0.2945684989667325,0.2306050132780025,0.152906678908958,0.369822079483906,0.2198957428236787,0.29409969810573,High_severity,2
49,0.0815505754397884,0.1349787842199082,0.1539240238862436,0.1947890667700498,0.3009920646021619,0.3232860838239325,0.2142134726631604,0.3807898643471173,0.2310172210241861,0.0883121804411434,0.1123619211415102,0.0641398360583929,0.2736044326677395,0.4203748094012285,0.165908335393803,0.1782060884593831,0.7352408780232083,0.2114910185150796,0.5781709249631101,High_severity,2
50,0.0490235650789237,0.1099409957479399,0.054519033722853,0.3240432509650144,0.4732299953522246,0.7933903021350813,0.1871212223366743,0.6229545110241719,0.6111087674870253,0.0742835986649189,0.0539740563490209,0.0505651415445631,0.319127683796659,0.3666629897026766,0.1942061995630455,0.1175439329299948,0.757613939436891,0.069314599546043,0.7433699344570455,Healthy,0
51,0.0841683748605678,0.154482490989483,0.1898983252830154,0.1413667066278167,0.2532230434437416,0.1429060357497095,0.2834750187901226,0.2421859506801239,0.1007156452931659,0.0852083310792379,0.1171419325731395,0.1052150100519349,0.2154257195465501,0.3231607179365829,0.2508360333193327,0.1699922102072427,0.5087723081511515,0.2000328840315567,0.4679026690503519,High_severity,2
52,0.0326904346253859,0.09534669511578,0.0691345274735323,0.282088484258269,0.4752538633453772,0.7460102800152111,0.2550568837175351,0.6658023070537509,0.5832877971097585,0.050185032396225,0.1201191882308147,0.0878511685209392,0.3364806159569751,0.4416782572616908,0.1353863558956565,0.1502756927938774,0.6681915518062188,0.1351878709158595,0.5723754559776931,Healthy,0
53,0.0708438183259286,0.1071133301176657,0.1451666392506418,0.2140779263275538,0.35585994892611,0.4205232110379336,0.2487675038888278,0.5372807245424727,0.3157158543499134,0.069720551886961,0.1178657689838711,0.0863489810185232,0.2154102958016663,0.3971438032392334,0.1923136806200413,0.0918072134499659,0.6428117075166548,0.2966815628564307,0.5422773659328758,Others,3
54,0.0835764604522218,0.1491586369610912,0.1832351449478622,0.1810390043381314,0.258686024543708,0.1707337978007524,0.1765808519087993,0.2685517254988709,0.1201547677868403,0.0475368335005064,0.1325841485435897,0.1102449633049703,0.1833355767671967,0.2754917173754598,0.2326151146249122,0.1429101465201479,0.4283926376381894,0.2008514789436442,0.3501985311236681,High_severity,2
55,0.0575722088811847,0.07218502528441,0.1168361489288041,0.2525798669391444,0.3544707831754947,0.5042035626034517,0.1678458234368229,0.6616240826769682,0.3669817846329959,0.0956569372506558,0.1064981883258964,0.055901746722152,0.2144431395073003,0.3278250560478843,0.184297694035819,0.1810319085516326,0.7086377791772162,0.2090882656772843,0.5095901971378556,Low_severity,1
56,0.0963589742780402,0.1473977464422599,0.1819014803592751,0.2090321606648795,0.2969887701816111,0.2403208035501865,0.1738201014127902,0.3366236781346026,0.1763537175266753,0.0598004817162006,0.1561797585223855,0.1829271475767313,0.2094671138396279,0.3319050852349949,0.2348694080756099,0.2242634183050491,0.2893718150563908,0.2261622809679781,0.3600302876849006,High_severity,2
57,0.0387376131330745,0.1397532288833439,0.0662648298179119,0.259854549720213,0.4518803539506746,0.7442229247951204,0.2697996167394034,0.527568302617631,0.5681147398430492,0.0644860644213286,0.1191789946284534,0.0818669765458074,0.3208133972630608,0.4627132996454223,0.1179001562054948,0.1924279736054728,0.6993391787217069,0.1811041065253398,0.5903743843964356,Healthy,0
58,0.0571858734014266,0.0964001839263252,0.1076912071521368,0.2178130180941624,0.350887605930439,0.5303262859954893,0.2339976117742397,0.5689567830268937,0.3805577519435832,0.0913307717347152,0.1341744791772465,0.1105586983145984,0.2274176645335561,0.3261226734578599,0.2508902134022349,0.1454146737384899,0.4936413345691912,0.1783158374373691,0.4170093018862912,Low_severity,1
59,0.0916001053776726,0.1247350615749667,0.1286944949027881,0.1873610191053181,0.3583033840385308,0.4714782118453735,0.313273807029242,0.4835398187962317,0.3489504294305488,0.0996223042617237,0.1281544437734106,0.090195864503443,0.201899172644828,0.3216776251178901,0.2170457796426149,0.1681369752083894,0.5620215101177449,0.2287695959501722,0.4302120607395893,Others,3
60,0.0956058480106436,0.1441007728575331,0.1789849946687482,0.1996136864084433,0.2413821927561771,0.148434987206447,0.0947140513577043,0.2523624351176363,0.1016939743288903,0.049053661387445,0.1452189229449731,0.1019321576946664,0.1868542262169483,0.3324263905782585,0.1998243541232697,0.1967697022401495,0.5306543034552258,0.2803342925829268,0.3919382485978899,High_severity,2
61,0.0735700939486522,0.1285007045323647,0.1673427013232576,0.2163947124041614,0.3310213791426012,0.3284319320652897,0.2093958663410023,0.440720221736907,0.2459203225885803,0.0822341002952041,0.1391840155761307,0.1655296516604614,0.2556911474609867,0.3546972281362132,0.1401394295783495,0.2006216357508636,0.3636251486076343,0.1622017794463396,0.4363664652258103,High_severity,2
62,0.0712204386393538,0.1388718577867421,0.104638382974621,0.2201191276540568,0.385122075779894,0.5726956674259838,0.2726234552268775,0.4699486047806244,0.425078144400048,0.0890696152027804,0.0984612563707841,0.0469501488928995,0.2620085888194583,0.3768050134310286,0.2455933086401602,0.1581347827071449,0.7784090764326325,0.1797025364005276,0.585658555521549,Low_severity,1
63,0.0545970715509234,0.1123742427552944,0.0875233883112007,0.2364072351472776,0.4326066417295246,0.6634557389260995,0.2932665724337087,0.5876029932259956,0.5074106877402886,0.0722076258275058,0.1219703161543606,0.0915091281097788,0.2333091115619224,0.345053614404165,0.2043034859627792,0.1562328799358425,0.5807744491303858,0.1932083411073673,0.477669951479817,Low_severity,1
64,0.0157339026531135,0.1027020284276203,0.0987841839667691,0.249559195398917,0.4156574090383605,0.6159556874485298,0.2496904204307255,0.6037420330198561,0.4685433255938903,0.09850231531106,0.1299964657183682,0.0452193187109263,0.1958611440332011,0.3655395999085816,0.1854480938756062,0.1367629272076725,0.7798255051264577,0.3022412380219006,0.475329951801198,Low_severity,1
65,0.0391755624744835,0.1140229882593361,0.0969884156406041,0.2752634893768323,0.5029499660955578,0.6766720763558106,0.2925758673505785,0.6303792979756839,0.5536149440673805,0.0515732043826649,0.1399104865757695,0.0693448737785684,0.2168362812971491,0.3927662107491587,0.2105655423267319,0.1404886055792728,0.6998779033857705,0.2885977858480361,0.4746889162661253,Healthy,0
66,0.0678466769247395,0.1243994642321372,0.1265927478422526,0.2313076166447875,0.3560149852243389,0.4753803589600375,0.212331975957806,0.4821160588617668,0.3502245550206833,0.0342359342090923,0.1324767805051233,0.0835222957764346,0.2830076369784329,0.398751621661532,0.2408352238149688,0.1221156519385662,0.653631296421176,0.1697725160550011,0.5012436083432033,Others,3
67,0.050371205703828,0.1552786194394003,0.0729985366283774,0.2176555823164657,0.4127898899002707,0.6994636650773626,0.3095181362754256,0.4533102367533172,0.5170349095116181,0.0898937076657408,0.0896590630852354,0.0582494862146182,0.2665311659428174,0.3656420770413104,0.1947287290990642,0.1211518220391419,0.7251679850988231,0.1567780860680643,0.6061548931754674,Low_severity,1
68,0.0912018037032976,0.1501540915152501,0.20160717337297,0.1585113975983112,0.2634257040725807,0.1329336778061435,0.2486491613532054,0.2738809143138506,0.0960877066643234,0.0778833061541928,0.1136590105158494,0.1246335129727762,0.21256543969515,0.3087966067922487,0.2344428477227751,0.1606862975068643,0.4248968528521105,0.1845764718499213,0.46191265610296,Others,3
69,0.0614244489404292,0.1023740248994106,0.0388505598020502,0.3103280664729957,0.4750559992762407,0.8488030202543824,0.2097418829679192,0.6454149572649552,0.6453337867802096,0.0298192039752615,0.0988436946797092,0.0063246777086161,0.3090508009502248,0.3473650732035678,0.1621366350038054,0.0862085289924675,0.9642360136684508,0.058368899598498,0.556962113727153,Low_severity,1
70,0.0596070339938582,0.0925015353480473,0.1370487019673563,0.2299465183202191,0.4060599563347519,0.4953175580157222,0.2769051024363754,0.6289262733235732,0.3868406980802047,0.0732070956976329,0.1238158757492363,0.086939968842195,0.2953610516041548,0.4325214196267641,0.2172009854626959,0.0933802188767748,0.6652687927453526,0.1884375204016907,0.5548891768417021,Low_severity,1
71,0.0660982720716118,0.1283964006405521,0.1631665770070101,0.2211803988655709,0.2739746053075368,0.2534833888535219,0.106621575056341,0.3618009312673143,0.1773607281245289,0.1118120935236677,0.1252181752423619,0.1104857765184227,0.2194421758348204,0.3342797651167501,0.2766498120021696,0.150907850036102,0.5031729476513686,0.207392159834919,0.4549782959005214,High_severity,2
72,0.0471290423827894,0.1110876522037854,0.0871619722506318,0.3039346196332742,0.4905153939238124,0.6982330367975293,0.2348552723350556,0.6306945155320102,0.5614204691497942,0.0382796242104655,0.0788451918476213,0.0349499319913707,0.2573304835793602,0.4405600873449886,0.1654792460970249,0.1076951405557991,0.8530002289325125,0.2625477566245704,0.6964020390005187,Healthy,0
73,0.082654121921607,0.1258564695539067,0.1638163234896151,0.1479083225949149,0.2188557938520048,0.1438293198489159,0.1934416920183026,0.2697882674066282,0.093533265548516,0.1402180519971607,0.1047011602967761,0.164140426365556,0.1948863175159959,0.3141273645700836,0.2922731523823794,0.1772754748788031,0.313604514138631,0.2342590214184512,0.5000285124798541,High_severity,2
74,0.0584545011504941,0.0820293581778991,0.1247539828591885,0.2372302372839632,0.4068911388276029,0.5306870023997512,0.2633989614936384,0.6644470474021628,0.4102241410890006,0.0566134180793808,0.0647333135235471,0.0755983365610768,0.2313682750570711,0.3675225194470403,0.2103503207854235,0.1553639404916862,0.6587913408449815,0.2273440260552117,0.7004861075966008,Others,3
75,0.0698410107338643,0.1304954865042552,0.1485192535388909,0.2040676882107422,0.3193779707953332,0.3651629211939843,0.2202908374549202,0.4198569202656777,0.2647885224187446,0.0837939438567096,0.0470185041215205,0.1002355234951485,0.18165084059411,0.2787201684067,0.2320889712481903,0.1619057660491714,0.4709908011034173,0.2108502184428803,0.7113115015998166,High_severity,2
76,0.104215633333144,0.1553374632917392,0.1569749812269553,0.1764717453856957,0.3055319008289045,0.3211993710052664,0.2677576330734807,0.3258937330836514,0.2315156219215389,0.057143716167184,0.1240936022659341,0.094770640610027,0.1773591499948154,0.2449580447329235,0.3094962379158091,0.1539159973136492,0.4420804324229636,0.1600666408614692,0.3275000760729933,High_severity,2
